State,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine
MO,21494,2798,0 
LA,263 ,210 ,0 
TX,0 ,88147,0 
NC,0 ,590 ,0 
TX,147947,40768,0 
MD,159 ,0 ,0 
IN,464 ,49 ,0 
MN,23862,26051,0 
CO,3608,4193,0 
CO,0 ,122 ,0 
NC,12286,4195,0 
TN,11816,1957022,0 
IL,13840,1266,0 
CO,4206,478 ,0 
AR,35593,9369,0 
AR,51565,12955,0 
FL,0 ,3306,0 
MA,5150,7828,0 
CA,79172,582402,0 
TX,0 ,6753,0 
PA,51 ,0 ,0 
KY,238 ,176 ,0 
MD,1791,14156,0 
CA,0 ,371 ,0 
NJ,3787260,200 ,0 
CA,0 ,185 ,0 
CA,0 ,81715,0 
KS,448 ,0 ,0 
TX,0 ,1011,0 
MN,1416,733 ,0 
CO,252 ,122 ,0 
PA,604 ,72 ,0 
NY,50141,389 ,0 
TX,0 ,1196,0 
MN,1420,568 ,0 
TX,2589,216 ,0 
MO,0 ,5724,0 
KS,1195,449 ,0 
FL,256292,0 ,0 
FL,0 ,6657,0 
OR,1164,404 ,0 
MN,33 ,0 ,0 
CA,292884,1043129,0 
TN,0 ,68413,0 
FL,0 ,2509,0 
ND,1643,154 ,0 
NM,471 ,0 ,0 
FL,0 ,141 ,0 
OR,78 ,0 ,0 
WA,256 ,0 ,0 
TN,0 ,3575,0 
NY,3799,814669,0 
TX,0 ,12106,0 
MA,1848,168 ,0 
FL,2087,311 ,0 
CO,0 ,5112,0 
MA,0 ,4975,0 
NV,652 ,891 ,0 
OH,5783,525 ,0 
CT,30262,20995,0 
NC,0 ,4581,0 
GA,266216,1188257,0 
UT,0 ,51 ,0 
MO,8849,864 ,0 
TX,45 ,0 ,0 
SC,72 ,43 ,0 
NY,0 ,25 ,0 
LA,290 ,0 ,0 
OR,15808,2358,0 
NV,2151,873 ,0 
NC,83034,247757,0 
NC,655 ,402 ,0 
SD,77259,26526,0 
MA,25439,15173,0 
NY,37119,12489,0 
IL,664 ,122 ,0 
TX,0 ,3873,0 
MN,1740,1263,0 
CT,0 ,5138,0 
NJ,0 ,7124,0 
AL,14 ,10274,0 
IL,13968,2837,0 
OH,0 ,95 ,0 
MA,56 ,0 ,0 
NY,0 ,146 ,0 
TX,342 ,84636,0 
TX,96298,17314,0 
WI,1578,0 ,0 
MA,1860,12017,0 
CA,0 ,548 ,0 
IL,72679,259103,0 
TX,172374,8721,0 
MS,158284,67005,0 
LA,291 ,336 ,0 
TX,143 ,61 ,0 
PA,0 ,331 ,0 
MA,185974,98395,0 
TX,173 ,173 ,0 
OH,0 ,106 ,0 
NH,561 ,329 ,0 
MD,0 ,695366,0 
SC,6534,2992,0 
TX,0 ,45365,0 
VA,87 ,125 ,0 
GA,253 ,932672,0 
DE,627 ,1250,0 
MO,0 ,7764,0 
VA,0 ,835 ,0 
NE,3648,4858,0 
OK,1387,709 ,0 
FL,0 ,407 ,0 
MS,766 ,0 ,0 
KS,25444,3146,0 
WI,0 ,412 ,0 
IL,274 ,68 ,0 
MD,12 ,695 ,0 
TN,134 ,0 ,0 
TX,0 ,11063,0 
OK,430 ,1501,0 
KY,0 ,446 ,0 
FL,110261,31036,0 
RI,0 ,16113,0 
FL,0 ,3557,0 
IN,18051,76050,0 
IN,0 ,36 ,0 
VA,0 ,113 ,0 
CA,1715,6634,0 
OH,37 ,39 ,0 
FL,53 ,0 ,0 
CA,2948,1109,0 
TN,442106,290287,0 
NC,0 ,344 ,0 
CA,1810,259 ,0 
TX,1199,30 ,0 
GA,0 ,80 ,0 
MI,0 ,2002,0 
FL,0 ,41132,0 
AL,0 ,870 ,0 
WA,215276,71099,0 
CA,294 ,185 ,0 
NY,0 ,848 ,0 
IL,0 ,1384,0 
GA,0 ,699 ,0 
OH,9998,0 ,0 
GA,8873,934 ,0 
SC,3322,986 ,0 
FL,17 ,651 ,0 
NC,17888,784 ,0 
AL,328826,36714,0 
MN,90 ,0 ,0 
TX,70863,381398,0 
OH,7678,62637,0 
OK,0 ,59 ,0 
AL,101989,20731,0 
WI,0 ,1676,0 
AL,676 ,9440,0 
ID,0 ,2529,0 
WA,3056,2841,0 
MN,5868,305 ,0 
CA,28 ,73 ,0 
CA,24812,60908,0 
TX,227330,171126,0 
NC,945 ,70 ,0 
GA,23 ,0 ,0 
NJ,0 ,497 ,0 
MI,14677,820 ,0 
MD,0 ,7244,0 
ND,1195,134 ,0 
MI,40402,0 ,0 
WA,110 ,0 ,0 
NJ,0 ,2014,0 
MS,40596,375 ,0 
CA,0 ,40644,0 
NY,0 ,1203,0 
WI,103 ,0 ,0 
NH,15804,75825,0 
TX,4760,0 ,0 
VA,0 ,1995,0 
PA,0 ,47 ,0 
UT,15537,616 ,0 
FL,0 ,26432,0 
NM,0 ,416 ,0 
KS,622 ,0 ,0 
AL,10890,212383,0 
TX,6438,50452,0 
AL,0 ,3895,0 
VA,134 ,2412,0 
MS,0 ,1387,0 
FL,108 ,75 ,0 
IN,0 ,405 ,0 
FL,153 ,0 ,0 
MI,110 ,0 ,0 
RI,24665,1045,0 
VA,14126,1049,0 
NJ,55 ,137 ,0 
WI,42 ,0 ,0 
TX,13412,3467,0 
TX,160077,94317,0 
MS,43 ,4526,0 
MA,0 ,507 ,0 
NJ,0 ,33807,0 
PA,2268,66 ,0 
SC,0 ,279 ,0 
CA,136 ,0 ,0 
NJ,0 ,5190,0 
SC,4496,37 ,0 
NJ,0 ,2648,0 
IN,0 ,447 ,0 
OK,143 ,2202,0 
MA,0 ,852 ,0 
TX,33301,7467,0 
AR,16776,861752,0 
AK,92513,135020,0 
CA,154 ,0 ,0 
RI,0 ,4498,0 
GA,1338,117 ,0 
NY,0 ,1019,0 
PA,819 ,0 ,0 
IL,3586,661183,0 
MD,50 ,0 ,0 
PR,762 ,13308,0 
NJ,0 ,358 ,0 
LA,0 ,243 ,0 
OH,0 ,26 ,0 
NE,154 ,1165,0 
TN,398 ,124 ,0 
MO,1040,184 ,0 
MD,1833,0 ,0 
IL,151 ,482 ,0 
VA,77093,36719,0 
MO,250 ,79247,0 
KY,381 ,145 ,0 
CA,137 ,0 ,0 
AZ,254920,1091326,0 
AZ,15445,65037,0 
IN,3797,500 ,0 
LA,39 ,0 ,0 
MO,52 ,9 ,0 
WA,465 ,24 ,0 
NH,42935,32957,0 
NY,910 ,191 ,0 
MI,24481,9333,0 
ME,0 ,5517,0 
FL,0 ,6405,0 
VA,585 ,349 ,0 
ID,26626,489 ,0 
TX,1506,133 ,0 
SC,1341,36654,0 
TX,1180,0 ,0 
CO,2860,420 ,0 
SC,2293,16876,0 
ME,0 ,1823,0 
IN,257 ,0 ,0 
FL,2956,4263,0 
NE,386 ,167 ,0 
TX,100737,173147,0 
UT,0 ,150 ,0 
MN,180096,178030,0 
OH,0 ,488 ,0 
OH,303 ,0 ,0 
MT,938 ,6719,0 
AZ,167 ,923 ,0 
TX,24492,1529,0 
NY,139 ,0 ,0 
AL,7602,4245,0 
VA,271343,3964760,0 
CA,2634,3679,0 
OH,242263,162775,0 
GA,0 ,73 ,0 
CA,3610,173 ,0 
TN,0 ,95 ,0 
CT,70 ,47 ,0 
NY,10393,439074,0 
NY,62261,3265,0 
MS,0 ,14286,0 
MA,0 ,6740,0 
MS,247 ,0 ,0 
CA,215777,25544,0 
NJ,0 ,170 ,0 
WA,3861,13323,0 
MN,1558,3863,0 
TX,0 ,299 ,0 
WA,2071875,900 ,0 
FL,42458,1385,0 
MO,1189,9337,0 
WA,4205,738 ,0 
IL,0 ,1571,0 
MN,14868,26247,0 
NY,54 ,1692,0 
AR,898 ,377 ,0 
IL,0 ,370 ,0 
IN,554 ,172 ,0 
CA,426 ,7761,0 
KS,0 ,65 ,0 
OK,0 ,926 ,0 
CT,219 ,1579,0 
MI,216 ,516 ,0 
VA,48895,39903,0 
MN,249 ,121 ,0 
OH,0 ,221 ,0 
OH,8476,880 ,0 
OH,36659,1848,0 
AL,0 ,146312,0 
FL,0 ,141 ,0 
FL,0 ,382 ,0 
GA,745 ,674 ,0 
ID,29064,13505,0 
FL,7372,0 ,0 
MO,0 ,1441,0 
NY,12666,11686,0 
IL,27316,84709,0 
VA,76 ,0 ,0 
TN,31311,1596,0 
NJ,0 ,6337,0 
NY,355 ,0 ,0 
FL,0 ,361 ,0 
MS,3471,1435,0 
IL,0 ,2438,0 
TX,0 ,273 ,0 
CA,399349,3063,0 
NJ,0 ,154670,0 
ME,2154,226 ,0 
IN,107 ,213 ,0 
OR,19 ,36 ,0 
FL,0 ,4336,0 
KS,20710,4916,0 
UT,0 ,26 ,0 
AR,302 ,0 ,0 
AL,4306,0 ,0 
NY,12441,17860,0 
NY,38235,5519,0 
VA,0 ,2002,0 
TX,0 ,5018,0 
FL,0 ,5676,0 
WI,350072,50051,0 
LA,0 ,44 ,0 
NC,246 ,2361,0 
TX,0 ,280 ,0 
NJ,0 ,239 ,0 
CA,30073,500 ,0 
AR,13650,166 ,0 
CO,9163,2211,0 
FL,19023,19866,0 
NC,1109455,307983,0 
MN,1075,434 ,0 
NJ,85 ,580 ,0 
LA,0 ,1700,0 
FL,0 ,24247,0 
MD,38247,1312,0 
TN,1545,8262,0 
CT,186 ,2215,0 
UT,181 ,193 ,0 
TX,5926,281 ,0 
NC,1641,44 ,0 
PA,41877,2874,0 
CO,66 ,0 ,0 
SC,4033,1736,0 
NV,229 ,16287,0 
LA,25854,3022,0 
GA,4233,720 ,0 
MD,51 ,0 ,0 
MN,3036,180 ,0 
MO,50971,12478,0 
MO,0 ,921 ,0 
PA,612 ,272 ,0 
LA,366 ,0 ,0 
NC,53502,20023,0 
KS,279 ,204 ,0 
AL,0 ,16460,0 
WI,103 ,0 ,0 
IN,3351,157389,0 
FL,597 ,527 ,0 
NY,8031,259 ,0 
NC,114 ,76 ,0 
CA,176 ,88 ,0 
MO,30606,6264,0 
KY,109 ,100 ,0 
MN,0 ,26250,0 
IL,28518,622686,0 
FL,0 ,18603,0 
PA,54 ,0 ,0 
VA,5290,1447,0 
TN,495 ,99 ,0 
CA,64817,89651,0 
CO,3745,0 ,0 
MI,0 ,2735,0 
SC,43 ,128 ,0 
TX,0 ,5098,0 
TN,0 ,15616,0 
IA,182 ,184 ,0 
MA,0 ,232 ,0 
KY,30849,4497,0 
NM,0 ,280 ,0 
TN,2855,670 ,0 
FL,69 ,0 ,0 
TX,14370,114711,0 
TX,3809,191 ,0 
KS,9532,7057,0 
LA,122 ,0 ,0 
TX,794 ,231 ,0 
NY,67842,177467,0 
OH,184 ,184 ,0 
MO,69 ,0 ,0 
MI,21199,5612,0 
MD,104517,616916,0 
NJ,0 ,1991,0 
OK,312925,1021647,0 
NJ,10519,127 ,0 
WY,64 ,64 ,0 
MN,18029,3052,0 
MA,0 ,137244,0 
AZ,166 ,0 ,0 
MI,32807,1176,0 
WI,155 ,25 ,0 
NY,1261,157 ,0 
WI,13390,40740,0 
PA,496 ,3081,0 
MI,263 ,4534,0 
TX,0 ,347700,0 
WA,109 ,0 ,0 
OK,21301,0 ,0 
NJ,212736,74701,0 
FL,158 ,1348,0 
NM,141 ,0 ,0 
PA,288 ,3651,0 
MD,217 ,3884,0 
NY,0 ,140 ,0 
IN,142 ,1969,0 
NC,199 ,126 ,0 
ND,3079,222 ,0 
NY,0 ,59 ,0 
VA,2093,4326,0 
KS,27165,358364,0 
NJ,19653,2856,0 
KS,81793,17344,0 
AR,546 ,1046,0 
OK,512 ,3354,0 
SC,9140,42 ,0 
IL,57100,1391,0 
VA,0 ,777 ,0 
NJ,510 ,2504,0 
IL,0 ,13616,0 
GA,3860,0 ,0 
OR,177 ,2584,0 
CA,12076,7426,0 
NY,736 ,2103,0 
IN,1942,666 ,0 
PA,5290,466 ,0 
TX,146309,0 ,0 
MN,11889,0 ,0 
IA,72 ,0 ,0 
NC,3365,764 ,0 
WA,30178,152799,0 
TX,29187,2449,0 
TX,0 ,331 ,0 
TX,0 ,154757,0 
MA,0 ,81 ,0 
TX,0 ,9061,0 
FL,327 ,10760,0 
AR,0 ,531 ,0 
IN,0 ,51 ,0 
PA,197 ,55 ,0 
TX,0 ,4535,0 
MA,2560,0 ,0 
CA,80 ,0 ,0 
AR,6982,4138,0 
IL,765 ,704 ,0 
GA,205481,1779322,0 
PA,204 ,2311,0 
CA,145 ,0 ,0 
CO,0 ,46 ,0 
TX,333791,2572592,0 
TX,0 ,141 ,0 
IL,0 ,301 ,0 
TX,29003,16046,0 
MI,4964,185 ,0 
TX,308 ,0 ,0 
IL,121 ,403 ,0 
TN,0 ,14000,0 
SC,3029,917 ,0 
TX,34190,10227,0 
TN,0 ,1196,0 
CT,82 ,0 ,0 
NV,0 ,47 ,0 
NY,158 ,0 ,0 
IA,6088,16818,0 
NC,151498,1074633,0 
CA,0 ,786 ,0 
MN,9743,532 ,0 
AZ,0 ,1252,0 
MD,27330,6548,0 
CA,7111,1999,0 
NY,29246,34840,0 
GA,1484,1835,0 
NJ,103 ,7266,0 
OH,1003,0 ,0 
NJ,0 ,17280,0 
NY,5344,214 ,0 
NJ,18978,14204,0 
CA,275 ,0 ,0 
PA,402 ,0 ,0 
VA,0 ,1104,0 
WA,186 ,0 ,0 
NY,444 ,0 ,0 
AZ,13918,42273,0 
TX,506062,81175145,0 
NJ,431 ,0 ,0 
NJ,110 ,2570,0 
PA,846 ,0 ,0 
MA,0 ,278 ,0 
NY,73578,22589,0 
OH,1657,224 ,0 
TX,126719,39968,0 
OH,15833,945 ,0 
HI,392957,0 ,0 
WA,2376,0 ,0 
FL,2458,0 ,0 
VA,0 ,2091,0 
TX,55038,750 ,0 
IN,910 ,0 ,0 
TX,35684,7134,0 
TX,44 ,0 ,0 
MO,7059,151 ,0 
GA,0 ,213584,0 
PA,4225,1872,0 
WV,212 ,0 ,0 
NC,51 ,51 ,0 
GA,45 ,0 ,0 
GA,348 ,3557,0 
MN,22 ,0 ,0 
TX,0 ,17457,0 
NJ,0 ,9591,0 
TX,0 ,2373,0 
MN,219457,2048715,0 
GA,3302,562 ,0 
NY,683558,198 ,0 
NM,51 ,0 ,0 
WA,0 ,358 ,0 
FL,0 ,68560,0 
NY,2570,0 ,0 
IA,1154,0 ,0 
CA,1488,709 ,0 
WI,735 ,0 ,0 
TX,235 ,7962,0 
CO,2361,436 ,0 
FL,50624,100 ,0 
PA,115 ,291 ,0 
AL,12412,2992,0 
TX,14372,2770,0 
WI,0 ,72 ,0 
WA,3245,55943,0 
MI,48400,745 ,0 
GA,45 ,349 ,0 
MN,2893,520 ,0 
TX,1582819,584935,0 
AZ,0 ,4882,0 
NY,35764,85262,0 
MD,1386,529 ,0 
CA,393 ,29 ,0 
MN,20696,13382,0 
LA,386 ,2222,0 
NY,0 ,207 ,0 
CA,0 ,3260,0 
PA,211293,280888,0 
MS,21207,513 ,0 
KS,615606,1481960,0 
MO,1195,1055,0 
KS,101654,347045,0 
MO,343509,128164,0 
AR,9422,1468,0 
KS,4998,28834,0 
AZ,107643,47257,0 
WA,119 ,71 ,0 
GA,0 ,25 ,0 
TX,125 ,0 ,0 
NC,10031,225 ,0 
CA,29 ,0 ,0 
MA,0 ,200 ,0 
SC,0 ,37 ,0 
OH,106 ,0 ,0 
TN,197726,239944,0 
KS,873 ,0 ,0 
FL,0 ,146645,0 
MI,0 ,360 ,0 
AZ,0 ,3731,0 
TX,0 ,667 ,0 
KS,174 ,1581,0 
OH,44 ,0 ,0 
MN,1119,0 ,0 
WI,206 ,80 ,0 
IL,0 ,758 ,0 
FL,0 ,428 ,0 
NJ,0 ,275 ,0 
VT,204 ,0 ,0 
DC,664 ,458 ,0 
TX,169637,93589,0 
TX,0 ,27609,0 
TX,94 ,0 ,0 
AR,218 ,4264,0 
TX,1597,1395,0 
MN,386132,122189,0 
CA,772 ,522 ,0 
MN,3689,1018,0 
TX,77 ,0 ,0 
NY,0 ,1045,0 
CA,115 ,0 ,0 
FL,0 ,217 ,0 
WA,12758,838 ,0 
IA,7668,4854,0 
IA,0 ,9063,0 
MI,1054,214 ,0 
OK,71 ,0 ,0 
IL,43586,13463,0 
NV,0 ,1759,0 
CA,98148,21187,0 
OH,914 ,55461,0 
MD,2255,405 ,0 
IA,2920,19410,0 
CA,22912,508 ,0 
WA,0 ,304 ,0 
WA,43098,13758,0 
FL,35369,326736,0 
NJ,0 ,103 ,0 
KY,751837,92707,0 
MS,10173,3139,0 
CA,375 ,228 ,0 
VA,76 ,110 ,0 
OH,0 ,52 ,0 
OH,89215,104086,0 
MI,0 ,47 ,0 
GA,101 ,110 ,0 
OR,10542,3934,0 
KS,8205,115 ,0 
ME,0 ,16467,0 
CO,0 ,32517,0 
PA,154 ,103 ,0 
NJ,0 ,4451,0 
IN,2319,70 ,0 
MO,20509,500 ,0 
NY,183 ,618 ,0 
IL,0 ,448 ,0 
TX,0 ,35453,0 
NJ,170 ,1726,0 
ID,367408,84939,0 
NY,0 ,170 ,0 
VA,0 ,7190,0 
OH,0 ,25361,0 
MI,2340,0 ,0 
HI,1506,67 ,0 
TX,124853,71581,0 
CA,4627,931 ,0 
NE,0 ,585 ,0 
MI,115 ,43 ,0 
IN,116 ,0 ,0 
WA,50247,1249,0 
LA,176 ,72 ,0 
TX,1398244,5048157,0 
NC,13704,153743,0 
IL,2243,74 ,0 
OH,264 ,223 ,0 
TX,0 ,34571,0 
ND,1835,0 ,0 
NM,51 ,201 ,0 
FL,174770,43344,0 
PA,0 ,324 ,0 
CA,354 ,0 ,0 
TX,93 ,2774,0 
NC,3857,833 ,0 
NY,1881,2790,0 
IL,0 ,383 ,0 
IL,0 ,17531,0 
NY,137 ,0 ,0 
FL,19756,2925,0 
VA,0 ,278 ,0 
TX,8675,11466,0 
TX,7947,1537,0 
AZ,0 ,868 ,0 
TX,6389,4674,0 
NY,117646,55734,0 
NC,156 ,0 ,0 
OH,3376,596 ,0 
NY,31513,626 ,0 
LA,0 ,2259,0 
MN,28466,5623,0 
MA,897657,1158,0 
WY,40294,6372,0 
MO,2365,136 ,0 
PA,13975,74 ,0 
PA,0 ,136 ,0 
NJ,0 ,302 ,0 
PA,29868,21298,0 
GA,0 ,9 ,0 
CT,0 ,54784,0 
TX,277816,121099,0 
MS,810 ,41779,0 
TX,462457,1626791,0 
CA,0 ,305 ,0 
MN,0 ,1408,0 
MI,112333,101859,0 
NE,144 ,1537,0 
AZ,99 ,888 ,0 
CA,19071,3178,0 
PA,175 ,66 ,0 
PA,107 ,0 ,0 
CA,350589,7691,0 
CA,0 ,79124,0 
MA,0 ,85 ,0 
CT,199 ,0 ,0 
TN,148825,786729,0 
NJ,124446,1700,0 
KS,258 ,0 ,0 
SC,0 ,8 ,0 
GA,1693,37688,0 
SD,469765,29245,0 
TX,33121,6746,0 
GA,0 ,3079,0 
IL,18637,0 ,0 
IA,60 ,698 ,0 
FL,0 ,72771,0 
MO,1041,0 ,0 
IN,174 ,9 ,0 
OH,0 ,117 ,0 
LA,1461,1430,0 
MD,23164,68414,0 
GA,577 ,5059,0 
TX,228 ,5021,0 
NC,17 ,0 ,0 
TX,51 ,0 ,0 
OR,586 ,214 ,0 
CO,2811,3465,0 
TX,86707,11271,0 
PA,0 ,321 ,0 
TN,20360,0 ,0 
PR,55870,2715,0 
TX,4213,765 ,0 
VA,571 ,259 ,0 
MI,63 ,0 ,0 
VA,48 ,105306,0 
SD,10138,2473,0 
GA,0 ,2310,0 
TX,98527,45212,0 
MI,9353,3169,0 
NH,2381,0 ,0 
TX,0 ,303931,0 
NC,202 ,163 ,0 
TX,164239,519795,0 
FL,7958,0 ,0 
OH,355 ,0 ,0 
TX,0 ,27204,0 
AR,2508,890 ,0 
FL,0 ,250 ,0 
OK,0 ,36005,0 
GA,575 ,0 ,0 
TX,614 ,3033052,0 
TX,3559,0 ,0 
NY,508 ,0 ,0 
IL,290 ,116 ,0 
TX,0 ,878 ,0 
IL,0 ,327 ,0 
NY,561 ,0 ,0 
MA,1395,902 ,0 
KS,71 ,8817,0 
WI,50 ,0 ,0 
CA,0 ,1762,0 
MA,7700,0 ,0 
FL,0 ,161 ,0 
FL,0 ,14813,0 
PR,1987,266 ,0 
IA,1893,0 ,0 
SD,3539,20678,0 
GA,42782,134415,0 
NC,0 ,173700,0 
OH,9 ,17 ,0 
ID,0 ,8522,0 
PA,88 ,0 ,0 
VA,0 ,110 ,0 
NY,2688831,442225,0 
AZ,0 ,2902,0 
CA,1418,4651,0 
AZ,0 ,2575,0 
PA,0 ,852 ,0 
TX,491 ,21005,0 
IL,0 ,105 ,0 
TX,21007,4635,0 
MD,497 ,3983,0 
NY,28140,48167,0 
OR,471 ,78 ,0 
AR,35341,4877,0 
WA,0 ,285 ,0 
TX,165799,298822,0 
KS,1943,0 ,0 
AR,728 ,40136,0 
TX,0 ,2112,0 
UT,6332,0 ,0 
MD,0 ,47152,0 
NC,981 ,2564,0 
NJ,32100,1260,0 
FL,13194,959 ,0 
NC,15275,645 ,0 
AR,121648,21300,0 
WI,0 ,70 ,0 
OK,338 ,0 ,0 
CA,9147,1153,0 
CA,48433,20887,0 
GA,833 ,7570,0 
DC,96244,113844,0 
NJ,0 ,200 ,0 
MO,10405,941 ,0 
TX,23469,3482,0 
TX,0 ,668 ,0 
NC,21473,2739,0 
OH,0 ,3831,0 
FL,4380,2429,0 
OH,413 ,261 ,0 
CA,1148,12471,0 
CA,12761,2308,0 
UT,120 ,83675,0 
PA,44 ,0 ,0 
MS,0 ,1938,0 
IN,40 ,0 ,0 
TX,0 ,72 ,0 
AR,0 ,53 ,0 
MI,9773,0 ,0 
LA,1205,195 ,0 
WI,0 ,3697,0 
IL,0 ,1032217,0 
OR,78 ,0 ,0 
NY,40 ,938 ,0 
KY,18 ,628 ,0 
AR,1623,0 ,0 
PA,8763,2555,0 
IN,599 ,0 ,0 
AZ,0 ,2966,0 
NE,0 ,230 ,0 
MN,9257,3994,0 
TX,0 ,142 ,0 
OH,159498,42974,0 
WI,68397,123652,0 
OK,24622,36771,0 
WV,72 ,188 ,0 
KY,71 ,4035,0 
WI,42 ,0 ,0 
MN,54 ,0 ,0 
TX,70129,3007781,0 
NC,0 ,3034,0 
ID,143 ,143 ,0 
NC,370 ,0 ,0 
MI,199 ,0 ,0 
IL,2023,948 ,0 
FL,1887,7130,0 
MI,0 ,109 ,0 
TX,0 ,17146,0 
CA,0 ,1933,0 
KY,718 ,0 ,0 
UT,237 ,0 ,0 
MD,1162836,7005,0 
NY,4532,746 ,0 
NH,8406,601 ,0 
IL,0 ,1933,0 
FL,0 ,1036,0 
TX,146 ,1312,0 
KY,18135,2016,0 
TX,0 ,213576,0 
OK,27 ,0 ,0 
TX,1150,878 ,0 
TX,0 ,200 ,0 
GA,0 ,1267,0 
ME,51333,17545,0 
SD,7152,2744,0 
TX,14640751,12113376,0 
TX,0 ,21706,0 
MO,22375,9068,0 
IL,498 ,0 ,0 
NC,0 ,11 ,0 
IL,0 ,10172,0 
NY,128 ,0 ,0 
PA,8441,445 ,0 
NJ,0 ,70 ,0 
AZ,34203,13982,0 
TX,0 ,13141,0 
TX,0 ,6877,0 
PA,14589,3625,0 
VA,0 ,76 ,0 
IL,1578,1437,0 
OH,0 ,186 ,0 
MO,49 ,746 ,0 
VT,8210,628 ,0 
FL,17960,2216,0 
SC,912 ,875 ,0 
FL,0 ,28 ,0 
TX,0 ,1727,0 
SD,0 ,1231,0 
MO,91545,52484,0 
MS,10962,4185,0 
MN,0 ,200 ,0 
IL,12525,161305,0 
CA,265 ,1166,0 
MO,58804,69225,0 
CA,2457,0 ,0 
MD,0 ,3506,0 
NJ,411 ,8059,0 
MS,4373,1390,0 
CA,32944,6511,0 
IL,48 ,0 ,0 
GA,811 ,675 ,0 
MO,0 ,91 ,0 
TX,145 ,0 ,0 
WI,0 ,21991,0 
MN,125288,562118,0 
TN,1448,0 ,0 
OH,0 ,418 ,0 
NY,230796,939438,0 
TX,0 ,807 ,0 
NC,105043,233734,0 
TX,107 ,144003,0 
GA,946 ,8425,0 
MI,96 ,273 ,0 
TX,103819,71394,0 
AZ,149426,683030,0 
KY,5849,1916,0 
TX,82243,38341,0 
MI,32130,24603,0 
NJ,0 ,49 ,0 
FL,198735,166232,0 
NY,0 ,546 ,0 
TX,47942,296796,0 
MD,56 ,39300,0 
NJ,0 ,3776,0 
AZ,122253,361692,0 
MI,0 ,147 ,0 
MN,100 ,22203,0 
TX,58721,30099,0 
IA,426 ,375 ,0 
SC,4653,435 ,0 
CA,12440,2873,0 
NY,20 ,697 ,0 
NY,683 ,2661,0 
PA,187 ,3295,0 
NY,5421,904 ,0 
TX,268431,2473289,0 
TN,4934,608 ,0 
OH,9214,0 ,0 
OK,2609,1012,0 
AL,0 ,11460,0 
IL,0 ,410 ,0 
MO,22638,573 ,0 
GA,0 ,214 ,0 
TX,97051,25165,0 
GA,57 ,0 ,0 
CA,21504754,656990,0 
SC,705 ,202 ,0 
AZ,364 ,1815,0 
CA,0 ,165358,0 
MS,2035,110 ,0 
SD,1831,611 ,0 
OH,6547,801 ,0 
MS,0 ,168 ,0 
PA,20707,293 ,0 
WI,3783,2812,0 
CA,96 ,748 ,0 
PA,6274,2826,0 
NY,784 ,0 ,0 
KS,252693,100380,0 
AL,11978,38787,0 
NM,0 ,2587,0 
OH,0 ,328 ,0 
NV,0 ,886 ,0 
VA,0 ,736 ,0 
NY,0 ,2121,0 
KY,548 ,1120,0 
TN,936 ,0 ,0 
PA,0 ,294 ,0 
IL,25 ,0 ,0 
NY,28570,1690,0 
TX,0 ,47881,0 
NC,3468,0 ,0 
WI,166 ,0 ,0 
SD,26853,18710,0 
WI,1169,13828,0 
DC,1188,71327,0 
IA,0 ,49 ,0 
KY,21 ,0 ,0 
CA,0 ,45296,0 
IA,4872,1913,0 
AZ,406 ,253 ,0 
TX,21979,3647,0 
AR,8056,7834,0 
DC,2791,2410,0 
CA,5665,2163,0 
VA,404 ,414 ,0 
VA,0 ,139 ,0 
MA,292 ,198 ,0 
MN,264 ,0 ,0 
GA,3704,35148,0 
TX,0 ,964 ,0 
WV,770 ,177 ,0 
MD,0 ,15882,0 
OH,12135,16237,0 
WA,10267,1242,0 
MO,0 ,17137,0 
IL,127 ,241 ,0 
TX,0 ,86 ,0 
TX,100 ,4934874,0 
GA,0 ,1675,0 
MN,1019,0 ,0 
MD,0 ,1253,0 
FL,934 ,216 ,0 
IL,343966,2534185,0 
MA,0 ,463 ,0 
NC,284215,37098,0 
TX,816 ,0 ,0 
CA,69472,449936,0 
TX,0 ,18045,0 
NY,1065,0 ,0 
KS,280 ,0 ,0 
AZ,0 ,1262,0 
LA,0 ,515 ,0 
AR,69 ,0 ,0 
CA,6468,0 ,0 
OH,977 ,0 ,0 
FL,45 ,0 ,0 
WI,100 ,122 ,0 
MI,69146,123 ,0 
FL,241 ,0 ,0 
TX,0 ,55936,0 
MN,2197,145 ,0 
VA,640 ,718 ,0 
NC,720738,1603078,0 
NV,0 ,1898,0 
TX,0 ,13454,0 
NV,4789,0 ,0 
MD,0 ,116 ,0 
SC,1180,0 ,0 
CA,1043,417 ,0 
CO,0 ,427 ,0 
GA,0 ,30 ,0 
WI,14115,6179,0 
NH,580 ,170 ,0 
NY,9253,2789,0 
TX,2002,0 ,0 
TN,837 ,0 ,0 
NJ,144 ,0 ,0 
NJ,140078,12088,0 
GA,0 ,427 ,0 
NE,1634,154 ,0 
NY,200403,237479,0 
OK,616 ,80148,0 
OK,131374,42769,0 
NV,0 ,431 ,0 
GA,485136,3295168,0 
MI,4588,11712,0 
MO,50 ,0 ,0 
ID,5480,1080,0 
NV,66084,312232,0 
TN,0 ,2283,0 
NY,266 ,451 ,0 
GA,12110,1249,0 
NY,55 ,0 ,0 
TX,19023,1446619,0 
OH,215565,331936,0 
